prism:publicationDate	tb:type.matrix	tb:nchar.matrix	tb:ntax.matrix	tb:ntax.tree	tb:quality.tree	tb:type.tree	tb:kind.tree
2002				80	Unrated	Consensus	Species Tree
2002				80	Unrated	Consensus	Species Tree
2002	Standard	3364	60				
2002				60	Unrated	Consensus	Species Tree
2002	DNA	2278	103				
2002				103	Unrated	Consensus	Species Tree
2002				103	Unrated	Single	Species Tree
2002	DNA	774	102				
2002				102	Unrated	Single	Species Tree
2002				102	Unrated	Single	Species Tree
2002	DNA	689	40				
2002				40	Unrated	Single	Species Tree
2002	DNA	2039	35				
2002	DNA	2017	35				
2002				35	Unrated	Consensus	Species Tree
2002				35	Unrated	Consensus	Species Tree
2003	DNA	559	14				
2003	DNA	1018	16				
2003				16	Unrated	Single	Species Tree
2003				14	Unrated	Single	Species Tree
2003				14	Unrated	Single	Species Tree
2003				16	Unrated	Single	Species Tree
2003				16	Unrated	Single	Species Tree
1989	Standard	22	13				
1989				13	Unrated	Single	Species Tree
2002	DNA	899	86				
2002	Standard	709	34				
2002	Standard	780	28				
2002				34	Unrated	Consensus	Species Tree
2002				86	Unrated	Single	Species Tree
2002				28	Unrated	Consensus	Species Tree
2003	DNA	497	26				
2003				26	Unrated	Single	Species Tree
2003	Standard	666	81				
2003				81	Unrated	Single	Species Tree
2003				81	Unrated	Single	Species Tree
2002	DNA	829	89				
2002	DNA	2178	91				
2002				91	Unrated	Consensus	Species Tree
2002				88	Unrated	Consensus	Species Tree
2002				89	Unrated	Consensus	Species Tree
2002	DNA	558	46				
2002				46	Unrated	Single	Species Tree
2002				46	Unrated	Consensus	Species Tree
2002	DNA	560	33				
2002				33	Unrated	Single	Species Tree
2003	DNA	528	63				
2003				63	Unrated	Single	Species Tree
2002	DNA	1116	52				
2002				52	Unrated	Single	Species Tree
2002				12	Unrated	Single	Species Tree
2002				52	Unrated	Single	Species Tree
2003	DNA	898	55				
2003	DNA	1883	32				
2003				55	Unrated	Single	Species Tree
2003				32	Unrated	Consensus	Species Tree
2003				32	Unrated	Single	Species Tree
2003	DNA	3725	55				
2003	DNA	2250	144				
2003	DNA	1473	111				
2003				111	Unrated	Single	Species Tree
2003				144	Unrated	Single	Species Tree
2003				55	Unrated	Single	Species Tree
1990	Standard	22	15				
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
1990				15	Unrated	Single	Species Tree
2002	DNA	860	109				
2002				109	Unrated	Consensus	Species Tree
2002	DNA	572	23				
2002				23	Unrated	Single	Species Tree
2003	Standard	542	31				
2003				32	Unrated	Single	Species Tree
2003	Standard	617	55				
2003				55	Unrated	Single	Species Tree
2002	Standard	1989	32				
2002				32	Unrated	Single	Species Tree
2002	DNA	2066	39				
2002				39	Unrated	Consensus	Species Tree
2002				39	Unrated	Consensus	Species Tree
2002				39	Unrated	Consensus	Species Tree
2002				39	Unrated	Consensus	Species Tree
2003	DNA	433	85				
2003				85	Unrated	Single	Species Tree
2003				85	Unrated	Single	Species Tree
2003	DNA	1408	90				
2003	DNA	1170	64				
2003	DNA	1104	24				
2003	DNA	1408	86				
2003				86	Unrated	Single	Species Tree
2003				24	Unrated	Single	Species Tree
2003				90	Unrated	Single	Species Tree
2003				64	Unrated	Single	Species Tree
2002	DNA	380	15				
2002	DNA	1270	20				
2002				15	Unrated	Single	Species Tree
2002				20	Unrated	Single	Species Tree
1999	DNA	1783	11				
1999	DNA	2357	12				
1999				11	Unrated	Single	Species Tree
1999				12	Unrated	Single	Species Tree
1990	Standard	20	22				
1990				22	Unrated	Single	Species Tree
2003	Standard	165	61				
2003				61	Unrated	Consensus	Species Tree
2003	DNA	1010	36				
2003	DNA	1440	40				
2003				36	Unrated	Single	Species Tree
2003				40	Unrated	Single	Species Tree
2003	DNA	840	45				
2003				45	Unrated	Single	Species Tree
2003	DNA	1490	42				
2003				42	Unrated	Consensus	Species Tree
2003	DNA	1559	29				
2003				29	Unrated	Consensus	Species Tree
2003	DNA	662	77				
2003				77	Unrated	Consensus	Species Tree
2003	DNA	1639	19				
2003				19	Unrated	Consensus	Species Tree
2003				19	Unrated	Consensus	Species Tree
2003				19	Unrated	Consensus	Species Tree
2003				19	Unrated	Consensus	Species Tree
2002	DNA	1631	29				
2002				29	Unrated	Single	Species Tree
2002	DNA	978	11				
2002	DNA	971	11				
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2002				11	Unrated	Single	Species Tree
2003	DNA	1902	39				
2003				22	Unrated	Single	Species Tree
1990	Standard	17	5				
1990				5	Unrated	Single	Species Tree
1990				5	Unrated	Single	Species Tree
2001	DNA	1935	26				
2001	DNA	1868	14				
2001	DNA	492	19				
2001	DNA	497	24				
2001				24	Unrated	Single	Species Tree
2001				26	Unrated	Single	Species Tree
2001				14	Unrated	Single	Species Tree
2001				24	Unrated	Single	Species Tree
2001				19	Unrated	Single	Species Tree
2000	DNA	1368	86				
2000				86	Unrated	Single	Species Tree
2000	DNA	540	18				
2000	DNA	919	43				
2000	DNA	529	25				
2000	DNA	1216	25				
2000				25	Unrated	Single	Species Tree
2000				25	Unrated	Single	Species Tree
2000				18	Unrated	Single	Species Tree
2000				43	Unrated	Single	Species Tree
2003	DNA	1182	51				
2003				51	Unrated	Consensus	Species Tree
1992	DNA	1610	78				
1992	Protein	238	35				
1992				35	Unrated	Single	Species Tree
1992				78	Unrated	Single	Species Tree
2003	Standard	682	53				
2003	Standard	777	82				
2003	Standard	3017	26				
2003	DNA	1557	37				
2003	DNA	751	178				
2003	Standard	1459	50				
2003				53	Unrated	Consensus	Species Tree
2003				50	Unrated	Single	Species Tree
2003				37	Unrated	Single	Species Tree
2003				82	Unrated	Consensus	Species Tree
2003				26	Unrated	Consensus	Species Tree
2003				178	Unrated	Single	Species Tree
2002	DNA	650	87				
2002	DNA	1650	76				
2002				76	Unrated	Single	Species Tree
2002				76	Unrated	Single	Species Tree
2002				87	Unrated	Single	Species Tree
2001	DNA	1066	40				
2001				40	Unrated	Single	Species Tree
2000	DNA	1830	36				
2000				36	Unrated	Single	Species Tree
2003	DNA	2389	44				
2003	DNA	1026	30				
2003	DNA	573	30				
2003	DNA	278	28				
2003	DNA	790	30				
2003				30	Unrated	Consensus	Species Tree
2003				30	Unrated	Consensus	Species Tree
2003				28	Unrated	Consensus	Species Tree
2003				30	Unrated	Consensus	Species Tree
2003				44	Unrated	Consensus	Species Tree
1991	Standard	29	20				
1991				20	Unrated	Single	Species Tree
2002	DNA	1861	23				
2002				23	Unrated	Single	Species Tree
2002				23	Unrated	Single	Species Tree
2002	DNA	1303	52				
2002				52	Unrated	Single	Species Tree
2003	DNA	1366	37				
2003				37	Unrated	Single	Species Tree
2003				37	Unrated	Consensus	Species Tree
2000	DNA	418	12				
2000	DNA	633	30				
2000	DNA	567	10				
2000				30	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				10	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				30	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				30	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				12	Unrated	Single	Species Tree
2000				10	Unrated	Single	Species Tree
2000	DNA	936	18				
2000				18	Unrated	Single	Species Tree
2000				18	Unrated	Single	Species Tree
2001	DNA	975	13				
2001				13	Unrated	Single	Species Tree
2003	DNA	1833	74				
2003	DNA	2894	56				
2003				74	Unrated	Single	Species Tree
2003				56	Unrated	Single	Species Tree
2003				56	Unrated	Single	Species Tree
2000	DNA	759	23				
2000				23	Unrated	Single	Species Tree
2000				23	Unrated	Single	Species Tree
2000				23	Unrated	Single	Species Tree
1999	Standard	9	28				
1999				17	Unrated	Single	Species Tree
2002	DNA	379	28				
2002				28	Unrated	Single	Species Tree
1991	Standard	36	11				
1991				11	Unrated	Single	Species Tree
1991				11	Unrated	Single	Species Tree
1991				11	Unrated	Single	Species Tree
1991				11	Unrated	Single	Species Tree
1991				11	Unrated	Single	Species Tree
1991				11	Unrated	Single	Species Tree
2001	DNA	530	12				
2001	DNA	608	20				
2001				12	Unrated	Consensus	Species Tree
2001				20	Unrated	Single	Species Tree
2001	DNA	598	17				
2001				17	Unrated	Single	Species Tree
2001				17	Unrated	Single	Species Tree
2001				17	Unrated	Single	Species Tree
2001				17	Unrated	Single	Species Tree
2002	Protein	544	29				
2002	DNA	1633	29				
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002				29	Unrated	Single	Species Tree
2002	Standard	2363	26				
2002	Standard	110	70				
2002	DNA	2227	26				
2002	Standard	110	26				
2002	DNA	648	26				
2002	DNA	1578	26				
2002	DNA	1593	27				
2002	DNA	659	27				
2002				26	Unrated	Consensus	Species Tree
2002				27	Unrated	Consensus	Species Tree
2002				26	Unrated	Consensus	Species Tree
2002				70	Unrated	Consensus	Species Tree
2002				26	Unrated	Consensus	Species Tree
2002				70	Unrated	Consensus	Species Tree
2002				70	Unrated	Consensus	Species Tree
2002				26	Unrated	Single	Species Tree
2002				26	Unrated	Consensus	Species Tree
2002				27	Unrated	Consensus	Species Tree
2003	DNA	2365	27				
2003				27	Unrated	Single	Species Tree
2003	DNA	3375	60				
2003				60	Unrated	Single	Species Tree
2003	DNA	1519	86				
2003				55	Unrated	Consensus	Species Tree
2003	Standard	356	21				
2003	DNA	3531	21				
2003				21	Unrated	Consensus	Species Tree
2003				21	Unrated	Consensus	Species Tree
2003	Standard	1239	13				
2003				13	Unrated	Single	Species Tree
2002	DNA	316	14				
2002				14	Unrated	Consensus	Species Tree
1989	Standard	54	28				
1989				28	Unrated	Single	Species Tree
2003	DNA	663	82				
2003				82	Unrated	Consensus	Species Tree
2003	DNA	484	37				
2003				37	Unrated	Single	Species Tree
2003	DNA	567	30				
2003				30	Unrated	Consensus	Species Tree
2003	DNA	1223	51				
2003	DNA	957	34				
2003				34	Unrated	Single	Species Tree
2003				51	Unrated	Single	Species Tree
2003	Standard	1905	70				
2003				33	Unrated	Consensus	Species Tree
2003				33	Unrated	Consensus	Species Tree
2003				70	Unrated	Single	Species Tree
2003				70	Unrated	Single	Species Tree
2003				70	Unrated	Single	Species Tree
2003	DNA	1137	41				
2003				41	Unrated	Single	Species Tree
2003	DNA	2391	17				
2003				17	Unrated	Consensus	Species Tree
2003	Protein	1561	18				
2003	Protein	1560	9				
2003	Protein	1561	11				
2003	Protein	253	15				
2003	Protein	392	23				
2003	Protein	1557	9				
2003	Protein	1566	19				
2003	Protein	391	11				
2003	Protein	1558	9				
2003	Protein	1557	9				
2003	Protein	484	36				
2003	Protein	530	11				
2003	Protein	530	23				
2003	Protein	394	23				
2003				23	Unrated	Consensus	Species Tree
2003				18	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				23	Unrated	Consensus	Species Tree
2003				18	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				11	Unrated	Consensus	Species Tree
2003				11	Unrated	Consensus	Species Tree
2003				11	Unrated	Consensus	Species Tree
2003				11	Unrated	Consensus	Species Tree
2003				11	Unrated	Consensus	Species Tree
2003				19	Unrated	Consensus	Species Tree
2003				11	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				23	Unrated	Consensus	Species Tree
2003				36	Unrated	Consensus	Species Tree
2003				23	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				36	Unrated	Consensus	Species Tree
2003				23	Unrated	Consensus	Species Tree
2003				19	Unrated	Consensus	Species Tree
2003				15	Unrated	Consensus	Species Tree
2003				9	Unrated	Consensus	Species Tree
2003				23	Unrated	Consensus	Species Tree
2003				15	Unrated	Consensus	Species Tree
2003	Standard	1811	43				
2003	Standard	2773	26				
2003				43	Unrated	Single	Species Tree
2003				26	Unrated	Single	Species Tree
2003	DNA	524	21				
2003	DNA	1815	13				
2003				13	Unrated	Consensus	Species Tree
2003				21	Unrated	Consensus	Species Tree
1992	Standard	49	18				
1992	Standard	49	8				
1992				7	Unrated	Single	Species Tree
1992				7	Unrated	Single	Species Tree
1992				7	Unrated	Single	Species Tree
1992				17	Unrated	Single	Species Tree
1992				17	Unrated	Single	Species Tree
1992				7	Unrated	Single	Species Tree
1992				7	Unrated	Single	Species Tree
2003	DNA	1375	31				
2003				31	Unrated	Single	Species Tree
2002	DNA	867	23				
2002	DNA	350	21				
2002				21	Unrated	Single	Species Tree
2002				23	Unrated	Single	Species Tree
2003	DNA	1284	50				
2003				50	Unrated	Single	Species Tree
2003	Protein	430	57				
2003				57	Unrated	Single	Species Tree
2002	DNA	768	39				
2002				39	Unrated	Single	Species Tree
2003	DNA	1344	29				
2003				29	Unrated	Single	Species Tree
2003	DNA	1069	35				
2003				35	Unrated	Single	Species Tree
2003	DNA	1973	24				
2003				24	Unrated	Single	Species Tree
2003				24	Unrated	Consensus	Species Tree
2003	Standard	3301	43				
2003	DNA	703	52				
2003				43	Unrated	Single	Species Tree
2003				52	Unrated	Single	Species Tree
2003	DNA	319	21				
2003	DNA	1005	16				
2003				21	Unrated	Single	Species Tree
2003				16	Unrated	Single	Species Tree
1990	Standard	35	28				
1990				28	Unrated	Single	Species Tree
1990				28	Unrated	Consensus	Species Tree
2003	DNA	1708	37				
2003				37	Unrated	Consensus	Species Tree
2003	DNA	2051	44				
2003				43	Unrated	Consensus	Species Tree
2003				44	Unrated	Consensus	Species Tree
2003				43	Unrated	Consensus	Species Tree
2003				43	Unrated	Consensus	Species Tree
2003				43	Unrated	Consensus	Species Tree
2003				44	Unrated	Consensus	Species Tree
2003	DNA	573	18				
2003				18	Unrated	Single	Species Tree
2003	DNA	624	18				
2003				18	Unrated	Single	Species Tree
2003	Standard	3204	53				
2003				53	Unrated	Single	Species Tree
2003	DNA	719	72				
2003	DNA	1415	59				
2003				59	Unrated	Single	Species Tree
2003				72	Unrated	Single	Species Tree
2003	DNA	496	15				
2003	DNA	460	15				
2003	DNA	312	13				
2003	DNA	1105	13				
2003				15	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003				13	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003				13	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003				15	Unrated	Single	Species Tree
2003	Standard	1505	33				
2003				33	Unrated	Single	Species Tree
2003	DNA	749	45				
2003	DNA	1412	45				
2003				45	Unrated	Single	Species Tree
2003				45	Unrated	Single	Species Tree
1991	Standard	15	11				
1991				10	Unrated	Single	Species Tree
2003	DNA	2342	22				
2003				22	Unrated	Single	Species Tree
2003				22	Unrated	Single	Species Tree
2003	DNA	6661	37				
2003	Standard	30	37				
2003				37	Unrated	Consensus	Species Tree
2003	DNA	949	34				
2003				34	Unrated	Single	Species Tree
2003				34	Unrated	Single	Species Tree
2003				34	Unrated	Single	Species Tree
2009	DNA	2371	53				
2009	DNA	1653	110				
2009				53	Unrated	Single	Species Tree
2009				110	Unrated	Single	Species Tree
2010	DNA	669	75				
2010				75	Unrated	Single	Species Tree
2009	DNA	631	88				
2009	DNA	883	139				
2009				88	Unrated	Consensus	Species Tree
2009				139	Unrated	Consensus	Species Tree
2009	DNA	1222	54				
2009				54	Unrated	Consensus	Species Tree
2009	Standard	1204	34				
2009	Standard	216	98				
2009	Standard	416	35				
2009	Standard	213	34				
2009				98	Unrated	Consensus	Species Tree
2009				35	Unrated	Consensus	Species Tree
2009				34	Unrated	Consensus	Species Tree
2009				34	Unrated	Consensus	Species Tree
2009	DNA	503	60				
2009	DNA	739	16				
2009				60	Unrated	Single	Species Tree
2009				16	Unrated	Single	Species Tree
2008	DNA	436	58				
2008	DNA	687	54				
2008				54	Unrated	Consensus	Species Tree
2008				58	Unrated	Consensus	Species Tree
2009	DNA	3494	72				
2009				72	Unrated	Consensus	Species Tree
2009	Standard	2669	78				
2009				78	Unrated	Consensus	Species Tree
2009				78	Unrated	Consensus	Species Tree
2003	DNA	1004	27				
2003				27	Unrated	Consensus	Species Tree
2009	DNA	702	36				
2009				36	Unrated	Single	Species Tree
2009	Standard	136	35				
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Consensus	Species Tree
2009	DNA	8294	35				
2009				35	Unrated	Single	Species Tree
2009	DNA	4965	51				
2009				51	Unrated	Single	Species Tree
2009	Standard	40	22				
2009				22	Unrated	Single	Species Tree
2009	DNA	7131	42				
2009	DNA	7330	42				
2009				41	Unrated	Single	Species Tree
2009	DNA	741	36				
2009				36	Unrated	Single	Species Tree
2010	DNA	3706	64				
2010				64	Unrated	Consensus	Species Tree
2009	DNA	603	127				
2009	DNA	4135	14				
2009	DNA	480	122				
2009				122	Unrated	Consensus	Species Tree
2009				14	Unrated	Single	Species Tree
2009				127	Unrated	Consensus	Species Tree
2009	Standard	2322	67				
2009				67	Unrated	Consensus	Species Tree
2003	DNA	1191	14				
2003				14	Unrated	Single	Species Tree
2009	DNA	633	34				
2009	DNA	1105	53				
2009				34	Unrated	Consensus	Species Tree
