prism:publicationDate	tb:type.matrix	tb:nchar.matrix	tb:ntax.matrix	tb:ntax.tree	tb:quality.tree	tb:type.tree	tb:kind.tree
2010	DNA	679	84				
2010	DNA	754	83				
2010	DNA	564	86				
2010	DNA	588	86				
2010				86	Unrated	Consensus	Species Tree
2010				84	Unrated	Consensus	Species Tree
2010				86	Unrated	Consensus	Species Tree
2010				83	Unrated	Consensus	Species Tree
2010				86	Unrated	Consensus	Species Tree
2012	DNA	2598	70				
2012	DNA	967	106				
2012				70	Unrated	Single	Species Tree
2012				106	Unrated	Single	Species Tree
2004	Standard	155	5				
2004				5	Unrated	Single	Species Tree
1994	Standard	21	42				
1994				42	Unrated	Single	Species Tree
2004	DNA	516	12				
2004				12	Unrated	Single	Species Tree
2012	DNA	14799	24				
2012	Standard	230	24				
2012				24	Unrated	Consensus	Species Tree
2012				24	Unrated	Consensus	Species Tree
2004	DNA	957	40				
2004				40	Unrated	Consensus	Species Tree
2004				40	Unrated	Consensus	Species Tree
2012	Protein	311	19				
2012				19	Unrated	Single	Gene Tree
2012	DNA	1405	324				
2012				324	Unrated	Single	Species Tree
2012	DNA	3622	91				
2012				91	Unrated	Single	Species Tree
2012	Protein	318	22				
2012	Protein	327	119				
2012				22	Alternative Tree	Single	Species Tree
2012				119	Preferred Tree	Single	Species Tree
2004	DNA	4646	77				
2004	DNA	4635	77				
2004	DNA	1265	71				
2004	DNA	2177	107				
2004				77	Unrated	Single	Species Tree
2004				78	Unrated	Single	Species Tree
2004				77	Unrated	Single	Species Tree
2004				71	Unrated	Single	Species Tree
2004				78	Unrated	Single	Species Tree
2004				77	Unrated	Single	Species Tree
2004				77	Unrated	Single	Species Tree
2004				71	Unrated	Single	Species Tree
2012	DNA	3163	44				
2012	DNA	290	44				
2012	DNA	1565	44				
2012	DNA	465	44				
2012	DNA	843	44				
2012	DNA	1535	36				
2012				44	Unrated	Single	Species Tree
2012				36	Unrated	Single	Species Tree
2012				44	Unrated	Single	Species Tree
2012				1	Unrated	Single	Species Tree
2012				44	Unrated	Single	Species Tree
2012				44	Unrated	Single	Species Tree
2004	DNA	1868	46				
2004				28	Unrated	Single	Species Tree
2004				44	Unrated	Single	Species Tree
2004				31	Unrated	Single	Species Tree
2012	DNA	141265	113				
2012				113	Unrated	Single	Species Tree
2013	DNA	2926	86				
2013	DNA	1045	86				
2013	DNA	976	86				
2013	Standard	435	86				
2013	DNA	673	86				
2013				86	Unrated	Consensus	Species Tree
2013				86	Unrated	Consensus	Species Tree
2012	DNA	541	74				
2012	DNA	1310	34				
2012	DNA	720	74				
2012	DNA	1310	98				
2012	DNA	1310	26				
2012	DNA	541	98				
2012	DNA	1310	74				
2012	DNA	720	98				
2012				50	Unrated	Consensus	Species Tree
2012				34	Unrated	Consensus	Species Tree
2012				32	Unrated	Consensus	Species Tree
2012				50	Unrated	Consensus	Species Tree
2012				66	Unrated	Consensus	Species Tree
2012				24	Unrated	Consensus	Species Tree
2012				26	Unrated	Consensus	Species Tree
2012				66	Unrated	Consensus	Species Tree
2012				26	Unrated	Consensus	Species Tree
2012				34	Unrated	Consensus	Species Tree
2012	DNA	646	62				
2012				62			
2012				62			
2012	DNA	571	28				
2012	DNA	590	35				
2012				28	Unrated	Single	Species Tree
2012				35	Unrated	Single	Species Tree
2004	DNA	874	21				
2004				21	Unrated	Single	Species Tree
2012	DNA	738	84				
2012	DNA	821	152				
2012	DNA	3000	104				
2012	DNA	1680	152				
2012	Standard	55	104				
2012				152			
2012				104	Unrated	Consensus	Species Tree
2012				152			
2012				84			
2012	DNA	867	46				
2012				46			
2012	Standard	51	40				
2012	DNA	749	54				
2012	DNA	2965	40				
2012				54	Unrated	Single	Species Tree
2012				40	Unrated	Single	Species Tree
2012	DNA	6293	41				
2012				41	Unrated	Consensus	Species Tree
2012	DNA	3841	70				
2012				70	Unrated	Consensus	Species Tree
2012	DNA	509	16				
2012				16	Unrated	Single	Species Tree
2004	DNA	661	52				
2004	DNA	658	40				
2004	DNA	2052	40				
2004	DNA	1394	40				
2004	DNA	2045	40				
2004				40	Unrated	Single	Species Tree
2004				40	Unrated	Consensus	Species Tree
2004				40	Unrated	Consensus	Species Tree
2004				40	Unrated	Consensus	Species Tree
2004				40	Unrated	Consensus	Species Tree
2004				52	Unrated	Consensus	Species Tree
2012	DNA	8679	74				
2012				24	Unrated	Consensus	Species Tree
2012				9	Unrated	Consensus	Species Tree
2012				27	Unrated	Consensus	Species Tree
2012				12	Unrated	Consensus	Species Tree
2012				68	Unrated	Consensus	Species Tree
2012				10	Unrated	Consensus	Species Tree
2012				25	Unrated	Consensus	Species Tree
2012				74	Unrated	Single	Species Tree
2012				74	Unrated	Single	Species Tree
2012				19	Unrated	Consensus	Species Tree
2012	DNA	94251	7				
2012	DNA	20791	9				
2012				9	Unrated	Consensus	Species Tree
2012				7	Unrated	Consensus	Species Tree
2004	DNA	2723	22				
2004				22	Unrated	Single	Species Tree
2012	DNA	13602	138				
2012				138	Unrated	Single	Species Tree
2012	Standard	21	8				
2012				8	Unrated	Single	Species Tree
2012	DNA	1548	31				
2012	DNA	1728	65				
2012				31			
2012				65			
2012	DNA	3368	53				
2012	DNA	520	163				
2012				53	Unrated	Single	Species Tree
2012				163	Unrated	Single	Species Tree
2004	DNA	1781	108				
2004	DNA	1270	30				
2004	DNA	1260	50				
2004				50	Unrated	Single	Species Tree
2004				44	Unrated	Single	Species Tree
2004				30	Unrated	Single	Species Tree
2012	DNA	792	17				
2012				17	Unrated	Consensus	Species Tree
2012	DNA	955	55				
2012	Standard	27	55				
2012				55	Unrated	Consensus	Species Tree
2012	DNA	824	42				
2012				42	Unrated	Consensus	Species Tree
2012				42	Unrated	Consensus	Species Tree
2012	DNA	546	42				
2012				42	Unrated	Single	Species Tree
2012				42	Unrated	Consensus	Species Tree
2012				42	Unrated	Single	Species Tree
2013	DNA	494	67				
2013	DNA	497	98				
2013				98	Unrated	Consensus	Species Tree
2013				67	Unrated	Consensus	Species Tree
2004	DNA	1240	58				
2004	DNA	1724	57				
2004				58	Unrated	Single	Species Tree
2004				57	Unrated	Single	Species Tree
2012	Protein	174	17				
2012				17			
2012	DNA	1639	119				
2012				119	Preferred Tree	Consensus	Barcode Tree
2012	DNA	6728	37				
2012				37	Preferred Tree	Consensus	Species Tree
2004	DNA	2014	64				
2004				64	Unrated	Single	Species Tree
2004				64	Unrated	Single	Species Tree
1992	Standard	245	23				
1992				23	Unrated	Single	Species Tree
1992				23	Unrated	Single	Species Tree
1992				23	Unrated	Single	Species Tree
2012	Continuous	4	42				
2012	DNA	10118	42				
2012				42	Unrated	Single	Species Tree
2012				42	Unrated	Single	Species Tree
2012	DNA	4840	155				
2012				154	Unrated	Single	Species Tree
2010	DNA	5175	12				
2010	DNA	5219	29				
2010				11	Preferred Tree	Consensus	Species Tree
2010				28	Preferred Tree	Consensus	Species Tree
2012	DNA	853	92				
2012	DNA	1912	28				
2012				28	Preferred Tree	Consensus	Species Tree
2012				92	Preferred Tree	Consensus	Species Tree
2004	DNA	2069	43				
2004				43	Unrated	Consensus	Species Tree
2004				43	Unrated	Consensus	Species Tree
2012	DNA	678	41				
2012	DNA	345	41				
2012	DNA	408	41				
2012				41	Unrated	Consensus	Species Tree
2012	DNA	856	82				
2012				82	Unrated	Single	Species Tree
2013	DNA	1082	98				
2013	DNA	1780	37				
2013	DNA	1889	24				
2013				24	Unrated	Single	Species Tree
2013				37	Unrated	Single	Species Tree
2013				98	Unrated	Single	Species Tree
2004	Standard	2064	299				
2004				290	Unrated	Consensus	Species Tree
2012	DNA	962	96				
2012	DNA	1363	26				
2012	DNA	5142	35				
2012				26	Unrated	Single	Species Tree
2012				96	Unrated	Single	Species Tree
2012				35	Unrated	Single	Species Tree
2002	DNA	1010	50				
2002	DNA	875	50				
2002	DNA	1416	50				
2002				50	Unrated	Single	Species Tree
2012	DNA	668	47				
2012	DNA	881	36				
2012				36	Unrated	Single	Species Tree
2012				47	Unrated	Single	Species Tree
2012	DNA	386	62				
2012				62	Unrated	Single	Species Tree
2012	DNA	7259	107				
2012				107			
2004	DNA	1142	76				
2004				76	Unrated	Single	Species Tree
2004				76	Unrated	Single	Species Tree
2012	DNA	11039	58				
2012	DNA	4775	71				
2012				58	Unrated	Consensus	Species Tree
2012				71	Unrated	Consensus	Species Tree
2012				71	Unrated	Single	Species Tree
2012				58	Unrated	Single	Species Tree
2012	DNA	1050	78				
2012	DNA	1097	11				
2012				78			
2012				11	Preferred Tree	Single	Species Tree
2012	DNA	539	27				
2012	DNA	547	29				
2012	DNA	1021	57				
2012	DNA	860	50				
2012				57	Unrated	Single	Species Tree
2012				57	Unrated	Single	Species Tree
2012				27	Unrated	Single	Species Tree
2012				28	Unrated	Single	Species Tree
2012				50	Unrated	Single	Species Tree
2005	DNA	1139	26				
2005				26	Unrated	Single	Species Tree
2012	DNA	17322	11				
2012				11	Unrated	Single	Species Tree
2012	DNA	555	91				
2012	DNA	3368	80				
2012				91	Unrated	Consensus	Gene Tree
2012				80	Unrated	Consensus	Gene Tree
2012	DNA	3860	18				
2012	DNA	4267	48				
2012				48	Unrated	Consensus	Species Tree
2012				18	Unrated	Single	Species Tree
2004	DNA	4794	56				
2004				56	Unrated	Single	Species Tree
2004				56	Unrated	Single	Species Tree
2012	DNA	1684	41				
2012	Standard	150	41				
2012				41	Unrated	Consensus	Species Tree
2012	DNA	4669	36				
2012				36	Alternative Tree	Consensus	Species Tree
2012				36	Preferred Tree	Consensus	Species Tree
2004	DNA	624	20				
2004	DNA	308	15				
2004	DNA	15	15				
2004				20	Unrated	Single	Species Tree
2004				15	Unrated	Single	Species Tree
2004				20	Unrated	Single	Species Tree
2004				15	Unrated	Single	Species Tree
2004				20	Unrated	Single	Species Tree
2012	DNA	2290	330				
2012				330	Unrated	Single	Species Tree
2013	DNA	467	57				
2013				57	Unrated	Single	Species Tree
2013				57	Unrated	Single	Species Tree
2004	DNA	5724	29				
2004				27	Unrated	Single	Species Tree
2012	DNA	291	84				
2012				84	Preferred Tree	Single	Gene Tree
2012	DNA	1566	55				
2012				55	Unrated	Single	Species Tree
2004	DNA	5176	136				
2004				136	Unrated	Single	Species Tree
2004				136	Unrated	Consensus	Species Tree
2013	DNA	980	28				
2013				28	Preferred Tree	Consensus	Species Tree
2013				28	Alternative Tree	Consensus	Species Tree
2012	Standard	30	19				
2012	Standard	21	19				
2012	DNA	656	19				
2012	DNA	656	17				
2012				17	Preferred Tree	Single	Species Tree
2012				19	Preferred Tree	Single	Species Tree
2012				19	Preferred Tree	Single	Species Tree
2012	Continuous	4	38				
2012	Continuous	4	38				
2012	Continuous	4	56				
2012	Continuous	4	55				
2012				37	Unrated	Single	Species Tree
2012				21	Unrated	Single	Species Tree
2012				46	Unrated	Single	Species Tree
2012				50	Unrated	Single	Species Tree
2012	DNA	1050	18				
2012	DNA	2108	12				
2012	DNA	2108	12				
2012	DNA	712	7				
2012	DNA	452	9				
2012	DNA	712	7				
2012	DNA	2108	12				
2012	DNA	1050	18				
2012	DNA	452	9				
2012	DNA	1050	18				
2012				12	Unrated	Consensus	Species Tree
2012				18	Unrated	Single	Species Tree
2012				7	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				12	Unrated	Consensus	Species Tree
2012				9	Unrated	Single	Species Tree
2012				7	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				7	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				9	Unrated	Single	Species Tree
2012				12	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				12	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				9	Unrated	Single	Species Tree
2012				7	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012	DNA	1811	50				
2012				50			
2013	DNA	3552	139				
2013	DNA	5037	93				
2013				139	Unrated	Consensus	Species Tree
2013				139	Unrated	Consensus	Species Tree
2013				139	Unrated	Consensus	Species Tree
2013				93	Unrated	Consensus	Species Tree
2013				93	Unrated	Single	Species Tree
2013				139	Unrated	Consensus	Species Tree
2013				93	Unrated	Consensus	Species Tree
2013				93	Unrated	Consensus	Species Tree
2013				93	Unrated	Consensus	Species Tree
2013				139	Unrated	Single	Species Tree
1999	Standard	156	45				
1999				45	Unrated	Single	Species Tree
1999				45	Unrated	Single	Species Tree
2012	DNA	4110	20				
2012				20	Preferred Tree	Single	Species Tree
2004	DNA	1246	13				
2004				13	Unrated	Single	Species Tree
2004				13	Unrated	Single	Species Tree
1991	Standard	56	20				
1991	Standard	28	11				
1991				10	Unrated	Consensus	Species Tree
1991				11	Unrated	Single	Species Tree
1991				20	Unrated	Consensus	Species Tree
1991				11	Unrated	Single	Species Tree
1991				10	Unrated	Single	Species Tree
1991				20	Unrated	Single	Species Tree
2013	DNA	864	317				
2013	DNA	2749	195				
2013				317			
2013				195			
2012	DNA	1034					
2012	DNA	820	31				
2012				31	Unrated	Single	Species Tree
2012				42	Unrated	Single	Species Tree
2012	DNA	2219	75				
2012				75			
2012	DNA	1027	98				
2012	DNA	1950	70				
2012				70			
2012				98			
2012	DNA	791	74				
2012				74	Unrated	Single	Species Tree
2004	DNA	602	27				
2004				27	Unrated	Single	Species Tree
2012	DNA	3383	113				
2012				113	Unrated	Single	Species Tree
2012	DNA	773	95				
2012	DNA	2185	95				
2012	DNA	1091	91				
2012	DNA	706	98				
2012	DNA	5959	95				
2012				98	Alternative Tree	Single	Gene Tree
2012				95	Alternative Tree	Single	Gene Tree
2012				98	Preferred Tree	Consensus	Gene Tree
2012				95	Preferred Tree	Consensus	Gene Tree
2012				95	Preferred Tree	Consensus	Gene Tree
2012				95	Alternative Tree	Single	Species Tree
2012				91	Preferred Tree	Consensus	Gene Tree
2012				95	Alternative Tree	Single	Gene Tree
2012				95	Preferred Tree	Consensus	Species Tree
2012				91	Alternative Tree	Single	Gene Tree
2012	Standard	11	17				
2012	Standard	13	37				
2012	DNA	537	37				
2012	DNA	1544	17				
2012				37	Unrated	Single	Species Tree
2012				17	Unrated	Single	Species Tree
2012	DNA	852	77				
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Consensus	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Consensus	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2012				77	Unrated	Single	Species Tree
2004	DNA	1327	50				
2004				50	Unrated	Consensus	Species Tree
2004				50	Unrated	Consensus	Species Tree
2004				50	Unrated	Consensus	Species Tree
2011	Continuous	54	12				
2011				12			
2012	DNA	1218	44				
2012	DNA	2183	44				
2012	DNA	1119	44				
2012				44	Unrated	Consensus	Species Tree
2012	DNA	1635	39				
2012				39	Unrated	Consensus	Species Tree
2012	DNA	6768	52				
2012				52	Unrated	Single	Species Tree
2011	DNA	150	49				
2011				39	Unrated	Single	Species Tree
2004	DNA	765	53				
2004	DNA	842	53				
2004	DNA	658	53				
2004	DNA	655	53				
2004				53	Unrated	Consensus	Species Tree
2004				53	Unrated	Consensus	Species Tree
2004				53	Unrated	Consensus	Species Tree
2009	Continuous	24	35				
2009				35	Unrated	Single	Species Tree
2009				35	Unrated	Single	Species Tree
2012	DNA	703	62				
2012				62	Unrated	Consensus	Species Tree
2012				62	Unrated	Consensus	Species Tree
2012	Standard	245	71				
2012	DNA	8145	71				
2012				22	Unrated	Consensus	Species Tree
2011	Standard	207	46				
2011	Standard	207	42				
2011	Standard	207	78				
2011				42	Unrated	Single	Species Tree
2011				78	Unrated	Single	Species Tree
2011				46	Unrated	Single	Species Tree
2012	Continuous	54	12				
2012				12	Unrated	Single	Species Tree
2011	DNA	2283	55				
2011				55	Unrated	Single	Species Tree
2012	DNA	5444	51				
2012				51	Unrated	Single	Species Tree
2004	DNA	559	59				
2004				59	Unrated	Single	Species Tree
2012	DNA	4255	56				
2012				56	Preferred Tree	Consensus	Gene Tree
2003	DNA	1355	87				
2003				87	Unrated	Single	Species Tree
2003				50	Unrated	Single	Species Tree
2001	Standard	249	61				
2001				21	Unrated	Single	Species Tree
2001				43	Unrated	Single	Species Tree
2004	Standard	215	128				
2004				127	Unrated	Single	Species Tree
2003	Standard	83	68				
2003				68	Unrated	Single	Species Tree
2003				68	Unrated	Single	Species Tree
2012	DNA	751	135				
2012	DNA	1566	148				
2012	DNA	3445	148				
2012	DNA	806	142				
2012	DNA	1879	147				
2012	DNA	760	133				
2012	DNA	1128	129				
2012				129			
2012				148			
2012				133			
2012				148			
2012				142			
2012				135			
2012				148			
2012				147			
2012				148			
2012	DNA	438	8				
2012	DNA	513	5				
2012	Protein	52	41				
2012	DNA	450	5				
2012	DNA	297	31				
2012	DNA	426	8				
2012	DNA	339	8				
2012				8	Preferred Tree	Consensus	Gene Tree
2012				31	Preferred Tree	Consensus	Gene Tree
2012				8	Preferred Tree	Consensus	Gene Tree
2012				5	Preferred Tree	Consensus	Gene Tree
2012				5	Preferred Tree	Consensus	Gene Tree
2012				8	Preferred Tree	Consensus	Gene Tree
2012				41	Preferred Tree	Consensus	Gene Tree
2005	Standard	122	47				
2005				47	Unrated	Single	Species Tree
2005				46	Unrated	Single	Species Tree
2012	DNA	2921	13				
2012	DNA	686	29				
2012	DNA	3096	137				
2012	DNA	808	40				
2012	DNA	1602	123				
2012	DNA	686	27				
2012				40	Unrated	Single	Species Tree
2012				137	Unrated	Consensus	Species Tree
2012				123	Unrated	Consensus	Species Tree
2012				40	Unrated	Consensus	Species Tree
2012				137	Unrated	Consensus	Species Tree
2012				27	Unrated	Single	Species Tree
2012				13	Unrated	Single	Species Tree
2012				29	Unrated	Consensus	Species Tree
2012				123	Unrated	Single	Species Tree
2012				29	Unrated	Consensus	Species Tree
2012	DNA	604	7				
2012				7	Unrated	Single	Species Tree
2012	Standard	792	1295				
2012				1295	Unrated	Consensus	Species Tree
2012	DNA	575	63				
2012	DNA	869	90				
2012	DNA	590	65				
2012	DNA	524	43				
2012	DNA	1965	161				
2012	DNA	1153	18				
2012	DNA	506	89				
2012				63	Unrated	Single	Species Tree
2012				90	Unrated	Single	Species Tree
2012				43	Unrated	Single	Species Tree
2012				90	Unrated	Consensus	Species Tree
2012				43	Unrated	Single	Species Tree
2012				161	Unrated	Single	Species Tree
2012				18	Unrated	Single	Species Tree
2012				63	Unrated	Single	Species Tree
2012				65	Unrated	Consensus	Species Tree
2012				89	Unrated	Single	Species Tree
2012				161	Unrated	Consensus	Species Tree
2012				18	Unrated	Single	Species Tree
2012				65	Unrated	Single	Species Tree
2012				89	Unrated	Consensus	Species Tree
2004	DNA	815	19				
2004	DNA	1180	48				
2004	DNA	1119	19				
2004				19	Unrated	Single	Species Tree
2004				19	Unrated	Single	Species Tree
2004				48	Unrated	Single	Species Tree
2012	DNA	2403	76				
2012	Standard	64	76				
2012				76	Unrated	Single	Species Tree
2010	DNA	2330	55				
2010				55			
2004	DNA	2330	47				
2004				47	Unrated	Single	Species Tree
2004				47	Unrated	Single	Species Tree
2004				47	Unrated	Single	Species Tree
2004				47	Unrated	Consensus	Species Tree
2004				47	Unrated	Single	Species Tree
1992	Standard	47	231				
1992				12	Unrated	Single	Species Tree
2003	Standard	30	21				
2003				11	Unrated	Single	Species Tree
2003				11	Unrated	Single	Species Tree
1994	Standard	44	201				
1994				35	Unrated	Single	Species Tree
2012	DNA	8439	188				
2012				188	Unrated	Single	Species Tree
2004	DNA	588	39				
2004	DNA	572	41				
2004	DNA	386	71				
2004	DNA	533	60				
2004	DNA	529	58				
2004				60	Unrated	Single	Species Tree
2004				41	Unrated	Single	Species Tree
2004				71	Unrated	Single	Species Tree
2004				39	Unrated	Single	Species Tree
2004				58	Unrated	Single	Species Tree
1993	Standard	239	80				
1993				80	Unrated	Single	Species Tree
2003	Standard	38	22				
2003				20	Unrated	Consensus	Species Tree
1994	Standard	127	129				
1994				14	Unrated	Single	Species Tree
1994				10	Unrated	Single	Species Tree
1994				21	Unrated	Single	Species Tree
2004	Standard	38	10				
2004				8	Unrated	Single	Species Tree
2012	DNA	920	69				
2012				69	Unrated	Consensus	Species Tree
2004	DNA	1762	51				
2004				51	Unrated	Single	Species Tree
1993	Standard	45	32				
1993				32	Unrated	Single	Species Tree
1999	Standard	94	59				
1999				21	Unrated	Consensus	Species Tree
1993	Standard	39	17				
1993				16	Unrated	Single	Species Tree
2004	Standard	57	248				
2004				78	Unrated	SuperTree	Species Tree
1993	Standard	48	49				
1993				8	Unrated	Consensus	Species Tree
1998	Standard	72	94				
1998				19	Unrated	Single	Species Tree
2004	DNA	1371	218				
2004	DNA	1002	218				
2004	DNA	1279	218				
2004				215	Unrated	Single	Species Tree
1989	Standard	205	234				
1989				91	Unrated	Single	Species Tree
1991	Standard	126	387				
1991				13	Unrated	Single	Species Tree
1991				40	Unrated	Single	Species Tree
1991				18	Unrated	Single	Species Tree
1991				6	Unrated	Single	Species Tree
1996	Standard	70	36				
1996				11	Unrated	Single	Species Tree
1999	Standard	151	195				
1999				36	Unrated	Single	Species Tree
1999				4	Unrated	Single	Species Tree
1999				57	Unrated	Single	Species Tree
1982	Standard	0	50				
1982				12	Unrated	Single	Species Tree
1982				12	Unrated	Single	Species Tree
1982				12	Unrated	Single	Species Tree
1982				3	Unrated	Single	Species Tree
1982				3	Unrated	Single	Species Tree
1982				3	Unrated	Single	Species Tree
1982				35	Unrated	Single	Species Tree
1982				12	Unrated	Single	Species Tree
1987	Standard	30	74				
1987				7	Unrated	Single	Species Tree
1987				6	Unrated	Single	Species Tree
2012	DNA	2664	29				
2012				29	Preferred Tree	Consensus	Species Tree
2004	DNA	1432	31				
2004				31	Unrated	Single	Species Tree
2004				31	Unrated	Single	Species Tree
2012	Standard	17	13				
2012	DNA	611	13				
2012				13	Unrated	Single	Species Tree
1991	Standard	55	72				
1991				15	Unrated	Single	Species Tree
1991				4	Unrated	Single	Species Tree
1991				15	Unrated	Single	Species Tree
2008	Standard	158	60				
2008				44	Unrated	Single	Species Tree
2008				58	Unrated	Single	Species Tree
2008				58	Unrated	Single	Species Tree
2005	DNA	2977	35				
2005	DNA	1554	87				
2005	DNA	1400	46				
2005				87	Unrated	Consensus	Species Tree
2005				35	Unrated	Single	Species Tree
2005				46	Unrated	Consensus	Species Tree
1998	Standard	55	33				
1998				17	Unrated	Single	Species Tree
1987	Standard	41	210				
1987				10	Unrated	Single	Species Tree
1992	Standard	157	68				
1992				66	Unrated	SuperTree	Species Tree
2000	Standard	69	62				
2000				8	Unrated	Single	Species Tree
2007	Standard	104	49				
2007				13	Unrated	Single	Species Tree
2007				34	Unrated	Consensus	Species Tree
2007				13	Unrated	Single	Species Tree
2008	Standard	93	158				
2008				60	Unrated	Single	Species Tree
2008				15	Unrated	Single	Species Tree
2004	DNA	837	38				
2004				38	Unrated	Single	Species Tree
1998	Standard	51	72				
1998				19	Unrated	Single	Species Tree
2008	DNA	1308	106				
2008				106	Unrated	Consensus	Species Tree
2003	DNA	1710	84				
2003				84	Unrated	Consensus	Species Tree
2012	DNA	1427	32				
2012	DNA	1634	32				
2012				32	Unrated	Single	Species Tree
2012				32	Unrated	Consensus	Species Tree
2012				32	Unrated	Consensus	Species Tree
2012				32	Unrated	Consensus	Species Tree
2012				32	Unrated	Single	Species Tree
2012				32	Unrated	Single	Species Tree
2012				32	Unrated	Single	Species Tree
2012				32	Unrated	Consensus	Species Tree
2005	Standard	200	120				
2005				57	Unrated	Single	Species Tree
2013	DNA	546	60				
2013	DNA	577	97				
2013	DNA	823	89				
2013				60	Unrated	Single	Species Tree
2013				97			
2013				89			
2005	DNA	1302	24				
2005				24	Unrated	Single	Species Tree
2004	Standard	56	16				
2004				15	Unrated	Consensus	Species Tree
2013	DNA	733	37				
2013				37	Unrated	Single	Species Tree
2012	DNA	1140	114				
2012				114	Unrated	Consensus	Species Tree
2004	DNA	896	26				
2004				26	Unrated	Consensus	Species Tree
2012	DNA	3112	70				
2012	DNA	3112	55				
2012	DNA	408	53				
2012	DNA	1763	53				
2012	DNA	679	46				
2012	DNA	1490	53				
2012	DNA	1763	67				
2012	DNA	4432	45				
2012				45	Unrated	Single	Species Tree
2012				53	Unrated	Single	Species Tree
2012				53	Unrated	Single	Species Tree
2012				67	Unrated	Single	Species Tree
2012				53	Unrated	Single	Species Tree
2012				70	Unrated	Single	Species Tree
2012				55	Unrated	Single	Species Tree
2012				46	Unrated	Single	Species Tree
2012	Standard	423	103				
2012				103	Unrated	Consensus	Species Tree
2012	Standard	178	29				
2012				29	Unrated	Single	Species Tree
2012	Standard	314	25				
2012				25	Unrated	Single	Species Tree
2012	Standard	314	25				
2012				25	Unrated	Consensus	Species Tree
2004	DNA	1173	25				
2004	DNA	3669	37				
2004				37	Unrated	Single	Species Tree
2004				25	Unrated	Single	Species Tree
2012	Standard	334	32				
2012				32	Unrated	Consensus	Species Tree
2012	Standard	334	32				
2012				32	Unrated	Single	Species Tree
2011	Standard	381	57				
2011				57	Unrated	Consensus	Species Tree
2012	Standard	182	19				
2012				19	Unrated	Single	Species Tree
2005	DNA	1727	58				
2005	DNA	572	23				
2005				58	Unrated	Consensus	Species Tree
2005				23	Unrated	Single	Species Tree
2012	Standard	242	36				
2012				36	Unrated	Consensus	Species Tree
2011	Standard	54	16				
2011				16	Unrated	Single	Species Tree
2011	Standard	118	19				
2011				19	Unrated	Single	Species Tree
2013	DNA	328	55				
2013	DNA	1149	38				
2013	DNA	307	35				
2013				38	Unrated	Single	Species Tree
2013				35	Unrated	Single	Species Tree
2013				55	Unrated	Consensus	Species Tree
2013				35	Unrated	Single	Species Tree
2013				38	Unrated	Consensus	Species Tree
2013				35	Unrated	Single	Species Tree
2013				55	Unrated	Single	Species Tree
2013				38	Unrated	Single	Species Tree
2013				35	Unrated	Single	Species Tree
2013				55	Unrated	Single	Species Tree
