name,parent,score
Gyrodinium spirale,Node 126, 
Node 127,Node 128,0.14583333333333334
Gymnodinium impatiens,Node 127, 
Glenodiniopsis steinii,Node 127, 
Amphidinium corpulentum,Node 132, 
Node 135,Node 136,0.03179824561403509
Akashiwo sanguinea,Node 135, 
Noctiluca scintillans,Node 135, 
Node 137,Node 138,0.14583333333333334
Cystodinium phaseolus,Node 137, 
Woloszynskia pascheri,Node 137, 
Node 145,Node 146,0.05608974358974359
Node 144,Node 145,0.05608974358974359
Node 143,Node 144,0.05608974358974359
Node 142,Node 143,0.05608974358974359
Node 140,Node 142,0.05608974358974359
Node 139,Node 140,0.05608974358974359
Karenia brevis,Node 139, 
Karenia mikimotoi,Node 139, 
Karenia umbella,Node 140, 
Node 141,Node 142,0.03179824561403509
Karlodinium veneficum,Node 141, 
Takayama acrotrocha,Node 141, 
Karenia selliformis,Node 143, 
Karenia bidigitata,Node 144, 
Karenia papilionacea,Node 145, 
Peridinium foliaceum,Node 147, 
Node 156,Node 157,0.05608974358974359
Node 153,Node 156,0.09027777777777778
Node 152,Node 153,0.10416666666666667
Alexandrium tamutum,Node 152, 
Node 151,Node 152,0.10416666666666667
Node 150,Node 151,0.12202380952380952
Node 149,Node 150,0.12202380952380952
Alexandrium andersonii,Node 149, 
Node 148,Node 149,0.12202380952380952
Alexandrium peruvianum,Node 148, 
Alexandrium ostenfeldii,Node 148, 
Alexandrium leei,Node 150, 
Alexandrium lusitanicum,Node 151, 
Alexandrium insuetum,Node 153, 
Node 155,Node 156,0.09027777777777778
Node 154,Node 155,0.10416666666666667
Hematodinium perezi,Node 154, 
Alexandrium margalefii,Node 154, 
Hemidinium nasutum,Node 155, 
Cochlodinium polykrikoides,Node 158, 
Oxyrrhis marina,Node 159, 
Node 160,Node 161,0.17916666666666667
Tovellia sanguinea,Node 160, 
Tovellia coronata,Node 160, 
Gonyaulax baltica,Node 162, 
Dinophysis fortii,Node 163, 
